Paper_title,Wash_free,Centrifugation_free,Heat_free,Downstream_compatibility,Detergents_used_for_lysis,Detergent_products_unresolved_for_lysis,Year,DOI,Paper_ID,Protocol_ID,Temp_max,Wash_steps,Bucket,Bucket_weight,Methods,Detergents_used,Capture_or_enrichment_or_purification_methods,Evidence,Provenance
P. aeruginosa rhamnolipids stabilize human rhinovirus 14 virions,False,False,True,[],[],[],,,56ea8ec8a5,0baa5f0c2a,,,001,0.2,[],[],[],,
P. aeruginosa rhamnolipids stabilize human rhinovirus 14 virions,True,True,False,[],[],[],,,56ea8ec8a5,6160838330,,,110,0.9,[],[],[],,
P. aeruginosa rhamnolipids stabilize human rhinovirus 14 virions,True,True,False,['unspecified_downstream_assay'],[],[],,,56ea8ec8a5,4995dcbe0e,,,110,0.9,[],[],[],,
Inactivating conditions of therapeutic mycobacteriophages,True,True,False,[],[],[],,,29c3fb2b26,6f8d6e9a91,,,110,0.9,[],[],[],,
Inactivating conditions of therapeutic mycobacteriophages,True,True,False,[],[],[],,,29c3fb2b26,6f8d6e9a91,,,110,0.9,[],[],[],,
Inactivating conditions of therapeutic mycobacteriophages,False,True,False,[],[],[],,,29c3fb2b26,68aafa6033,,,010,0.5,[],[],[],,
Inactivating conditions of therapeutic mycobacteriophages,False,True,False,[],[],[],,,29c3fb2b26,68aafa6033,,,010,0.5,[],[],[],,
Inactivating conditions of therapeutic mycobacteriophages,False,True,False,[],"['Tween 80', 'Triton X-100']",[],,,29c3fb2b26,612ce029d9,,,010,0.5,[],"['Tween 80', 'Triton X-100']",[],,
Inactivating conditions of therapeutic mycobacteriophages,False,True,False,[],"['Tween 80', 'Triton X-100']",[],,,29c3fb2b26,612ce029d9,,,010,0.5,[],"['Tween 80', 'Triton X-100']",[],,
Inactivating conditions of therapeutic mycobacteriophages,True,True,False,[],[],[],,,29c3fb2b26,6f8d6e9a91,,,110,0.9,[],[],[],,
Inactivating conditions of therapeutic mycobacteriophages,True,True,False,[],['Tween 80'],[],,,29c3fb2b26,324a58d518,,,110,0.9,[],['Tween 80'],[],,
Inactivating conditions of therapeutic mycobacteriophages,True,True,False,[],['Tyloxapol'],[],,,29c3fb2b26,cd6faf2eca,,,110,0.9,[],['other:Tyloxapol'],[],,
Inactivating conditions of therapeutic mycobacteriophages,True,True,False,[],[],[],,,5b18756123,748484b3ae,,,110,0.9,[],[],[],,
Inactivating conditions of therapeutic mycobacteriophages,True,True,False,[],[],[],,,5b18756123,748484b3ae,,,110,0.9,[],[],[],,
Inactivating conditions of therapeutic mycobacteriophages,False,False,False,[],[],[],,,5b18756123,4b3502f529,,,000,0.0,[],[],[],,
Inactivating conditions of therapeutic mycobacteriophages,False,False,False,[],[],[],,,5b18756123,4b3502f529,,,000,0.0,[],[],[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,False,True,False,[],['Tween 20'],[],,,3388352e90,5acd95dc98,,,010,0.5,[],['Tween 20'],[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,False,False,False,[],"['Tween 20', 'Triton X-100']",[],,,3388352e90,0161ca2a3f,,,000,0.0,[],"['Tween 20', 'Triton X-100']",[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,True,False,False,['unspecified_downstream_assay'],['Tween 20'],[],,,3388352e90,83806c237a,,,100,0.3,[],['Tween 20'],[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,False,False,False,[],['Tween 20'],[],,,3388352e90,7adc4f9714,,,000,0.0,[],['Tween 20'],[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,False,False,False,[],"['Tween 20', 'Triton X-100']",[],,,3388352e90,0161ca2a3f,,,000,0.0,[],"['Tween 20', 'Triton X-100']",[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,False,False,False,['RT-PCR/RT-qPCR'],['Tween 20'],[],,,3388352e90,6d6a73bac3,,,000,0.0,[],['Tween 20'],[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,True,True,False,[],['Tween 20'],[],,,f685c60a74,31131f65ae,,,110,0.9,[],['Tween 20'],[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,True,False,False,[],"['Tween 20', 'Triton X-100']",[],,,f685c60a74,9eb6f3b5b8,,,100,0.3,[],"['Tween 20', 'Triton X-100']",[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,True,True,False,[],['Tween 20'],[],,,f685c60a74,31131f65ae,,,110,0.9,[],['Tween 20'],[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,False,False,False,[],['Tween 20'],[],,,f685c60a74,7bb1dd6ed5,,,000,0.0,[],['Tween 20'],[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,False,False,False,['RT-PCR/RT-qPCR'],['Tween 20'],[],,,f685c60a74,73a6163969,,,000,0.0,[],['Tween 20'],[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,False,False,False,[],"['Triton X-100', 'Tween 20']",[],,,f685c60a74,5e234a37bb,,,000,0.0,[],"['Triton X-100', 'Tween 20']",[],,
Mature dengue virus particles inactivated by a non-ionic detergent retain quaternary neutralizing epitopes and induce potent neutralizing antibodies,False,True,False,['RT-PCR/RT-qPCR'],['Tween 20'],[],,,f685c60a74,43b906ed15,,,010,0.5,[],['Tween 20'],[],,
Non-enveloped virus inactivation potency of sodium dodecyl sulfate with citric and glutamic acids,False,True,False,[],"['SDS', 'Tween 80']",[],,,337b552c76,454d0e95a2,,,010,0.5,[],"['SDS', 'Tween 80']",[],,
Non-enveloped virus inactivation potency of sodium dodecyl sulfate with citric and glutamic acids,True,True,False,[],['SDS'],[],,,337b552c76,1463e824b3,,,110,0.9,[],['SDS'],[],,
Non-enveloped virus inactivation potency of sodium dodecyl sulfate with citric and glutamic acids,True,True,False,[],"['SDS', 'Tween 80']",[],,,488c9ebf46,79c9b915d3,,,110,0.9,[],"['SDS', 'Tween 80']",[],,
Non-enveloped virus inactivation potency of sodium dodecyl sulfate with citric and glutamic acids,False,False,False,[],[],[],,,488c9ebf46,077013132f,,,000,0.0,[],[],[],,
The role of produce surface topography on foodborne virus inactivation on polydimethylsiloxane topomimetic artificial leaf surfaces and fresh leafy green surfaces,False,True,False,[],['Triton X-100'],[],,,aa4b8ed2e1,7e9bb6fe44,,,010,0.5,[],['Triton X-100'],[],,
The role of produce surface topography on foodborne virus inactivation on polydimethylsiloxane topomimetic artificial leaf surfaces and fresh leafy green surfaces,False,False,False,[],[],[],,,aa4b8ed2e1,a7c726bf90,,,000,0.0,[],[],[],,
The role of produce surface topography on foodborne virus inactivation on polydimethylsiloxane topomimetic artificial leaf surfaces and fresh leafy green surfaces,False,True,False,[],['Tween 20'],[],,,aa4b8ed2e1,a6da0683ee,,,010,0.5,[],['Tween 20'],[],,
The role of produce surface topography on foodborne virus inactivation on polydimethylsiloxane topomimetic artificial leaf surfaces and fresh leafy green surfaces,False,False,False,[],[],[],,,aa4b8ed2e1,a7c726bf90,,,000,0.0,[],[],[],,
The role of produce surface topography on foodborne virus inactivation on polydimethylsiloxane topomimetic artificial leaf surfaces and fresh leafy green surfaces,False,False,False,[],[],[],,,aa4b8ed2e1,a7c726bf90,,,000,0.0,[],[],[],,
The role of produce surface topography on foodborne virus inactivation on polydimethylsiloxane topomimetic artificial leaf surfaces and fresh leafy green surfaces,False,True,False,[],[],[],,,be6d28d4d4,0dc392524e,,,010,0.5,[],[],[],,
The role of produce surface topography on foodborne virus inactivation on polydimethylsiloxane topomimetic artificial leaf surfaces and fresh leafy green surfaces,False,True,False,[],['Tween 20'],[],,,be6d28d4d4,b9597b7958,,,010,0.5,[],['Tween 20'],[],,
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,True,True,False,['RT-PCR/RT-qPCR'],"['Triton X-100', 'Tween 20']",[],,,943f5d87a9,a84d52977e,,,110,0.9,[],"['Triton X-100', 'Tween 20']",[],,
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,True,True,False,['RT-PCR/RT-qPCR'],"['Tween 20', 'Triton X-100']",[],,,943f5d87a9,71199dc452,,,110,0.9,[],"['Tween 20', 'Triton X-100']",[],,
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,True,True,False,['RT-PCR/RT-qPCR'],"['Tween 20', 'Triton X-100']",[],,,ca833a2377,d11471e4ff,,,110,0.9,[],"['Tween 20', 'Triton X-100']",[],,"[""Page 2, section 'Preparation of lysis buffer, swabs/lysis (V/V), and detergent ratio in lysis solution': lysis buffer supplemented with detergents (Triton X-100, Tween-20); swab-VTM mixed with lysis and incubated; no wash or centrifugation described."", ""Page 3, section 'rtRT-PCR': lysate added directly into one-step real-time RT-PCR reaction (commercial COVID Sure kit)."", ""Page 4, Results text: mentions 'heat shock ... 80°C' tested on lysate (therefore not heat-free).""]"
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,False,False,False,[],[],[],,,ca833a2377,a16ede5a35,,,000,0.0,[],[],[],,"[""Page 3, section 'Preparation of carrier molecule (linear polyacrylamide, LPA)': carrier preparation includes ethanol precipitation, washing, and centrifugation; not a lysis protocol and no downstream lysate compatibility claim tied to this step.""]"
Development of nucleic acid extraction-free one-step real-time RT-PCR for diagnosis of SARS-CoV-2 infection,False,True,False,['RT-PCR/RT-qPCR'],"['Tween 20', 'Triton X-100']",[],,,ca833a2377,a250e686a7,,,010,0.5,[],"['Tween 20', 'Triton X-100']",[],,
Incidence and estimated risk of residual transmission of hepatitis a virus and parvovirus B19 by blood transfusion in the state of Rio De Janeiro – Brazil: a retrospective study,True,True,False,"['PCR/qPCR', 'RT-PCR/RT-qPCR', 'Sequencing']",[],['NucliSens easyMAG'],,,f28ded2a2d,526936cdbe,,,110,0.9,[],[],[],,
Incidence and estimated risk of residual transmission of hepatitis a virus and parvovirus B19 by blood transfusion in the state of Rio De Janeiro – Brazil: a retrospective study,True,True,False,[],[],[],,,f28ded2a2d,a4471880ba,,,110,0.9,[],[],[],,
Incidence and estimated risk of residual transmission of hepatitis a virus and parvovirus B19 by blood transfusion in the state of Rio De Janeiro – Brazil: a retrospective study,True,True,False,"['RT-PCR/RT-qPCR', 'PCR/qPCR', 'Sequencing']",[],['NucliSens easyMAG'],,,b4d26778a3,eae372005b,,,110,0.9,[],[],[],,
Incidence and estimated risk of residual transmission of hepatitis a virus and parvovirus B19 by blood transfusion in the state of Rio De Janeiro – Brazil: a retrospective study,False,False,False,[],[],[],,,b4d26778a3,be0b2544ef,,,000,0.0,[],[],[],,
Intranasal NS1-truncated live attenuated canine influenza vaccine confers superior protection compared to inactivated vaccine in beagles,False,True,False,['RT-PCR/RT-qPCR'],[],[],,,dabfa61610,a9f294f096,,,010,0.5,[],[],[],,
Intranasal NS1-truncated live attenuated canine influenza vaccine confers superior protection compared to inactivated vaccine in beagles,False,True,False,['RT-PCR/RT-qPCR'],[],[],,,dabfa61610,a9f294f096,,,010,0.5,[],[],[],,
Intranasal NS1-truncated live attenuated canine influenza vaccine confers superior protection compared to inactivated vaccine in beagles,True,True,False,[],[],[],,,dabfa61610,4b1cbe322d,,,110,0.9,[],[],[],,
Intranasal NS1-truncated live attenuated canine influenza vaccine confers superior protection compared to inactivated vaccine in beagles,True,True,False,[],[],[],,,dabfa61610,4b1cbe322d,,,110,0.9,[],[],[],,
Intranasal NS1-truncated live attenuated canine influenza vaccine confers superior protection compared to inactivated vaccine in beagles,False,False,False,['RT-PCR/RT-qPCR'],[],[],,,09c1005960,0b67630b76,,,000,0.0,[],[],[],,
Intranasal NS1-truncated live attenuated canine influenza vaccine confers superior protection compared to inactivated vaccine in beagles,True,True,False,['RT-PCR/RT-qPCR'],[],[],,,09c1005960,d71515bc60,,,110,0.9,[],[],[],,
Intranasal NS1-truncated live attenuated canine influenza vaccine confers superior protection compared to inactivated vaccine in beagles,False,False,False,[],[],[],,,09c1005960,4a1831fbf5,,,000,0.0,[],[],[],,
Intranasal NS1-truncated live attenuated canine influenza vaccine confers superior protection compared to inactivated vaccine in beagles,False,False,False,[],[],[],,,09c1005960,4a1831fbf5,,,000,0.0,[],[],[],,
Influence of cell culture-derived media and environmental contaminants on the effect of feline calicivirus inactivation agents,False,True,False,[],['SDS'],[],,,8ea1cfe9ed,4b33a3092c,,,010,0.5,[],['SDS'],[],,
Influence of cell culture-derived media and environmental contaminants on the effect of feline calicivirus inactivation agents,False,False,False,[],[],[],,,8ea1cfe9ed,1705eb9144,,,000,0.0,[],[],[],,
Influence of cell culture-derived media and environmental contaminants on the effect of feline calicivirus inactivation agents,False,True,False,[],['SDS'],[],,,5984b22ddf,eb270ce5e1,,,010,0.5,[],['SDS'],[],,
Influence of cell culture-derived media and environmental contaminants on the effect of feline calicivirus inactivation agents,False,False,False,[],"['SDS', 'Polysorbate 80']",[],,,5984b22ddf,8fa785685e,,,000,0.0,[],"['SDS', 'other:Polysorbate 80']",[],,
"Multifunctional materials with potential antiviral applications in face masks, face shields, and hydrogels against mpox virus",False,False,False,[],[],[],,,2e160a485f,ed8301b76f,,,000,0.0,[],[],[],,
"Multifunctional materials with potential antiviral applications in face masks, face shields, and hydrogels against mpox virus",False,False,False,[],[],[],,,2e160a485f,ed8301b76f,,,000,0.0,[],[],[],,
"Multifunctional materials with potential antiviral applications in face masks, face shields, and hydrogels against mpox virus",False,False,False,[],[],[],,,527374455f,4cec49aa97,,,000,0.0,[],[],[],,
"Multifunctional materials with potential antiviral applications in face masks, face shields, and hydrogels against mpox virus",False,False,False,[],[],[],,,527374455f,4cec49aa97,,,000,0.0,[],[],[],,
Novel mechanisms of alkyldimethylbenzalkonium chloride in virucidal activity,True,True,False,[],"['alkyldimethylbenzalkonium chloride (BAC)', 'alkyldimethylbenzalkonium chloride (BAC-12)']",[],,,629c18f7bd,68de06cc64,,,110,0.9,[],"['other:alkyldimethylbenzalkonium chloride (BAC)', 'other:alkyldimethylbenzalkonium chloride (BAC-12)']",[],,
Novel mechanisms of alkyldimethylbenzalkonium chloride in virucidal activity,False,False,False,[],['alkyldimethylbenzalkonium chloride'],[],,,629c18f7bd,95bbb44d7b,,,000,0.0,[],['other:alkyldimethylbenzalkonium chloride'],[],,
Novel mechanisms of alkyldimethylbenzalkonium chloride in virucidal activity,True,True,False,[],['alkyldimethylbenzalkonium chloride'],[],,,b1e2e8ad8a,99d8239662,,,110,0.9,[],['other:alkyldimethylbenzalkonium chloride'],[],,
Novel mechanisms of alkyldimethylbenzalkonium chloride in virucidal activity,False,False,False,[],['unspecified_detergent'],[],,,b1e2e8ad8a,c73225cff4,,,000,0.0,[],['other:unspecified_detergent'],[],,
Inactivated Enterovirus 71 Particle Aggregation Stability: Dynamic Light Scattering Analysis and Stabilizer Identification,True,True,False,[],[],[],,,d890a3b912,2af6e27bf3,,,110,0.9,[],[],[],,
Inactivated Enterovirus 71 Particle Aggregation Stability: Dynamic Light Scattering Analysis and Stabilizer Identification,False,True,True,[],[],[],,,d890a3b912,e8fe348b8e,,,011,0.6,[],[],[],,
Inactivated Enterovirus 71 Particle Aggregation Stability: Dynamic Light Scattering Analysis and Stabilizer Identification,True,True,False,[],[],[],,,d890a3b912,2af6e27bf3,,,110,0.9,[],[],[],,
Inactivated Enterovirus 71 Particle Aggregation Stability: Dynamic Light Scattering Analysis and Stabilizer Identification,False,False,False,[],[],[],,,d890a3b912,91d9950923,,,000,0.0,[],[],[],,
Development of high-titer polyclonal antisera targeting a local bovine viral diarrhea virus-1a strain: A preliminary study from Indonesia,False,False,False,[],[],[],,,ba84d3f78f,91e42a0d75,,,000,0.0,[],[],[],,
Development of high-titer polyclonal antisera targeting a local bovine viral diarrhea virus-1a strain: A preliminary study from Indonesia,False,False,False,[],[],[],,,ba84d3f78f,91e42a0d75,,,000,0.0,[],[],[],,
Development of high-titer polyclonal antisera targeting a local bovine viral diarrhea virus-1a strain: A preliminary study from Indonesia,False,False,False,[],"['SDS', 'Tween 20']",[],,,df1c5dc863,af592b627d,,,000,0.0,[],"['SDS', 'Tween 20']",[],,
Development of high-titer polyclonal antisera targeting a local bovine viral diarrhea virus-1a strain: A preliminary study from Indonesia,False,False,False,[],[],[],,,df1c5dc863,8e0f98b425,,,000,0.0,[],[],[],,
